row.names,Accession,MW.[kDa]
Q8K3E5,Q8K3E5,119.6
O35405,O35405,54.4
P12246,P12246,26.2
Q9Z0F8,Q9Z0F8,93
Q8VDM1,Q8VDM1,56.4
Q5DU09,Q5DU09,69.4
Q8VD65,Q8VD65,152.5
Q9D071,Q9D071,113
E9Q784,E9Q784,203.6
Q6P1E1,Q6P1E1,115.8
Q8C0L9,Q8C0L9,76.5
Q8BHW2,Q8BHW2,43.2
P19123,P19123,18.4
A3KGB4,A3KGB4,127.8
Q8BK72,Q8BK72,47.7
P21126,P21126,17.8
Q6P5H6,Q6P5H6,58.5
Q8BGT6,Q8BGT6,94
P63254,P63254,8.5
Q8BGV0,Q8BGV0,53.9
Q9CQJ2,Q9CQJ2,32.2
P59222,P59222,87.8
Q6P8J2,Q6P8J2,19.3
Q9QUJ7,Q9QUJ7,79
Q80VQ0,Q80VQ0,52.3
Q811S7,Q811S7,60.2
A2RTL5,A2RTL5,43.9
P37889,P37889,131.7
Q8C0L8,Q8C0L8,91.3
Q3TWN3,Q3TWN3,96.6
P97490,P97490,140
Q9WTS6,Q9WTS6,302.9
Q9CR86,Q9CR86,16.1
Q8BWT5,Q8BWT5,165.1
Q62442,Q62442,12.9
A6H5Y3,A6H5Y3,139
Q78J03,Q78J03,19.1
Q04692,Q04692,116.4
Q8VHN8,Q8VHN8,23.4
Q62219,Q62219,50.1
Q9R1J0,Q9R1J0,40.7
Q9D868,Q9D868,20.5
Q61048,Q61048,42.1
Q8BGA2,Q8BGA2,23.9
O35239,O35239,67.9
Q60803,Q60803,64.3
Q80U95,Q80U95,123.9
Q9JIQ3,Q9JIQ3,26.8
Q80TI0,Q80TI0,85.3
Q8BMZ5,Q8BMZ5,34.2
Q3UBX0,Q3UBX0,26.3
Q9D023,Q9D023,14.3
Q8BH48,Q8BH48,55
Q9D823,Q9D823,11.1
P01800,P01800,12.7
Q8VDP2,Q8VDP2,25.6
P28862,P28862,53.8
P12025,P12025,15.4
Q8BL48,Q8BL48,88
Q9Z148,Q9Z148,138
Q8BTR5,Q8BTR5,17.5
Q8BZM1,Q8BZM1,67.7
Q6ZPF4,Q6ZPF4,117.1
Q8BGS2,Q8BGS2,10.2
B0F2B4,B0F2B4,97.3
Q8K099,Q8K099,68.4
Q8CFK2,Q8CFK2,73.8
O09117,O09117,28.9
P17047,P17047,45.7
B1AWL2,B1AWL2,282.5
Q3TYS2,Q3TYS2,20.9
Q91YJ2,Q91YJ2,51.7
P27090,P27090,47.6
Q8K0D0,Q8K0D0,59.5
Q8BW22,Q8BW22,43.7
Q91WD0,Q91WD0,63.9
Q8R4E6,Q8R4E6,39.9
Q9JKN1,Q9JKN1,41.8
Q6GU68,Q6GU68,45.6
Q3UQA7,Q3UQA7,13
O70370,O70370,38.4
P82349,P82349,34.9
Q4KWH5,Q4KWH5,187.6
Q9QZS0,Q9QZS0,161.6
Q64674,Q64674,34
P15655,P15655,17.1
Q8BMI0,Q8BMI0,133.8
Q149L6,Q149L6,42.3
Q8BYL4,Q8BYL4,52.6
Q3UGP8,Q3UGP8,55.4
Q3UZV7,Q3UZV7,113.6
Q99JT2,Q99JT2,46.6
O88958,O88958,32.5
Q8VHL0,Q8VHL0,42.1
Q9CQ86,Q9CQ86,12.3
Q8BJ90,Q8BJ90,35.7
Q78IS1,Q78IS1,25.4
Q99P58,Q99P58,24.5
Q8R1S4,Q8R1S4,82.4
Q9Z210,Q9Z210,28.7
Q69ZP3,Q69ZP3,43
Q9WUB0,Q9WUB0,57.5
Q9CXF4,Q9CXF4,76.5
Q99J47,Q99J47,35
Q68FM6,Q68FM6,90
P97873,P97873,66.5
Q8K4K6,Q8K4K6,60.1
Q8QZZ8,Q8QZZ8,23.8
Q99JF5,Q99JF5,44
P13597,P13597,58.8
Q9JI59,Q9JI59,33
Q9ESP1,Q9ESP1,23.6
P12265,P12265,74.1
Q9D3X9,Q9D3X9,45.3
Q8BWW4,Q8BWW4,79.7
Q7TQG1,Q7TQG1,131.3
Q9WTK3,Q9WTK3,67.9
Q7TMQ7,Q7TMQ7,83.4
Q3UXZ9,Q3UXZ9,192.1
B2RRE7,B2RRE7,123
Q9CPR7,Q9CPR7,23.5
P46467,P46467,49.4
Q9QYS9,Q9QYS9,37.6
Q8R242,Q8R242,41.3
P59708,P59708,14.6
Q9Z321,Q9Z321,96.9
Q8BMI3,Q8BMI3,77.9
Q62384,Q62384,50.7
O88910,O88910,64.4
Q91ZV8,Q91ZV8,143.1
P58802,P58802,56.2
Q91ZV7,Q91ZV7,55.6
Q8BUN5,Q8BUN5,48.1
Q3U3R4,Q3U3R4,65.8
Q9D7I5,Q9D7I5,29.1
Q91ZE0,Q91ZE0,49.6
Q8C6G8,Q8C6G8,70.5
Q9CQK7,Q9CQK7,27.8
P70295,P70295,46.1
P05366,P05366,13.8
Q9Z160,Q9Z160,109
Q69ZW3,Q69ZW3,139
Q2TL60,Q2TL60,70.2
P61600,P61600,20.4
Q921S7,Q921S7,48.3
Q9DCD6,Q9DCD6,13.9
Q69ZX6,Q69ZX6,117.3
P11344,P11344,60.6
P60898,P60898,14.5
P97363,P97363,62.9
P41778,P41778,46.6
Q61140,Q61140,94.2
O35609,O35609,38.4
E9Q4S1,E9Q4S1,96.7
Q61069,Q61069,33.6
Q8BP78,Q8BP78,37.2
Q3USH5,Q3USH5,104.1
B1AY13,B1AY13,293.8
Q9Z1Y4,Q9Z1Y4,50.9
Q6WKZ8,Q6WKZ8,199
Q9D967,Q9D967,18.6
Q80W00,Q80W00,94.3
Q8K2Z2,Q8K2Z2,77.9
Q8BGC1,Q8BGC1,49.4
Q922G0,Q922G0,34.1
Q9JJA4,Q9JJA4,47.3
P25785,P25785,24.3
Q99PP7,Q99PP7,123.8
Q8CEE7,Q8CEE7,36.4
Q8R143,Q8R143,20
Q9D0G0,Q9D0G0,49.9
Q80XE1,Q80XE1,58.6
Q9JKV5,Q9JKV5,25.3
Q9D0P0,Q9D0P0,23.3
Q8BXQ3,Q8BXQ3,38.5
Q8VCF0,Q8VCF0,53.4
P97772,P97772,133.1
Q9Z2V6,Q9Z2V6,120.9
Q61026,Q61026,158.4
P97813,P97813,106.1
O54965,O54965,42.7
Q3UE31,Q3UE31,45.9
Q80YV2,Q80YV2,55.2
Q7TPD0,Q7TPD0,117.9
Q9DAZ9,Q9DAZ9,43.2
Q8BHC4,Q8BHC4,26.5
Q925F2,Q925F2,41.8
Q8BHS8,Q8BHS8,73
Q8K297,Q8K297,71
Q8K480,Q8K480,63.6
Q3UMB9,Q3UMB9,136.3
Q9D7M8,Q9D7M8,16.3
Q9D0A3,Q9D0A3,25.2
Q8BGA9,Q8BGA9,48.2
Q9DC11,Q9DC11,59.6
Q9Z1D9,Q9Z1D9,59
Q3UJP5,Q3UJP5,23.8
P70677,P70677,31.5
Q68FE6,Q68FE6,132.3
Q9Z224,Q9Z224,9.7
P32037,P32037,53.4
Q9EPL9,Q9EPL9,78.4
Q9JHH9,Q9JHH9,22.9
Q3UHK1,Q3UHK1,69
P16283,P16283,135.3
Q5U3K5,Q5U3K5,79.8
Q5SUC9,Q5SUC9,31.6
Q8BMD6,Q8BMD6,78.9
Q8BPM2,Q8BPM2,95
Q01147,Q01147,36.7
Q99J27,Q99J27,61
Q9D8T2,Q9D8T2,53.2
Q8K2X3,Q8K2X3,43.5
Q61559,Q61559,40.1
Q91XF0,Q91XF0,30.1
Q9CWW7,Q9CWW7,76.1
Q91WM3,Q91WM3,52.1
Q91WK1,Q91WK1,23.3
Q91W29,Q91W29,20.2
Q05512,Q05512,86.3
P58269,P58269,43
Q9EPB5,Q9EPB5,35.3
Q8CFW7,Q8CFW7,187.4
P83877,P83877,16.8
Q3UA37,Q3UA37,86.5
Q80VQ1,Q80VQ1,59.4
Q9JK38,Q9JK38,20.8
Q8R2S9,Q8R2S9,70.5
Q6DFV3,Q6DFV3,215.6
Q5M8N0,Q5M8N0,18.6
P62274,P62274,6.7
A2RSX7,A2RSX7,36.6
Q8C863,Q8C863,98.9
Q8CH02,Q8CH02,72.6
Q8BTG7,Q8BTG7,38.5
O70422,O70422,52.2
Q9EST4,Q9EST4,29.5
Q9DAK4,Q9DAK4,14.7
Q9JK42,Q9JK42,46
P52800,P52800,37.2
Q3TC93,Q3TC93,43.7
Q8BIW1,Q8BIW1,50.2
Q8BG81,Q8BG81,46.1
Q9QZI9,Q9QZI9,52.6
Q8BFQ4,Q8BFQ4,35.1
Q99MR1,Q99MR1,116.2
Q9D924,Q9D924,14.2
Q922S4,Q922S4,105.6
Q8VHJ5,Q8VHJ5,88.3
P27005,P27005,10.3
P22907,P22907,39.3
Q3UHI4,Q3UHI4,35.8
Q5I012,Q5I012,117.1
Q9QYY0,Q9QYY0,76.8
Q9CR57,Q9CR57,23.5
Q9JKC8,Q9JKC8,46.9
Q8BZF8,Q8BZF8,62.2
Q9D387,Q9D387,31.7
Q91UZ5,Q91UZ5,31.7
P49222,P49222,76.7
Q91ZR1,Q91ZR1,23.6
Q8BTZ7,Q8BTZ7,39.9
Q8K363,Q8K363,74.1
Q9D4P0,Q9D4P0,20.4
Q80YA7,Q80YA7,102.1
Q8K448,Q8K448,185.8
Q5F2E7,Q5F2E7,75.6
Q6PHQ8,Q6PHQ8,83.3
P58158,P58158,37
Q62193,Q62193,29.7
Q9DCM0,Q9DCM0,27.7
Q9CY73,Q9CY73,37.5
P03930,P03930,7.8
Q99LT0,Q99LT0,11.2
Q3TIU4,Q3TIU4,67.5
P01633,P01633,16.4
E9Q634,E9Q634,126.7
P33215,P33215,71.2
Q8BG94,Q8BG94,22.6
Q8BUE4,Q8BUE4,40.6
Q8C5L7,Q8C5L7,49.1
Q61133,Q61133,27.6
O88597,O88597,51.6
O08739,O08739,88.6
Q4KUS2,Q4KUS2,193.7
P13808,P13808,136.7
Q9JIZ9,Q9JIZ9,31.8
Q9Z1B3,Q9Z1B3,138.3
P37913,P37913,102.2
P70451,P70451,94.5
Q8R121,Q8R121,51.8
Q9CR10,Q9CR10,22.2
Q8BGF9,Q8BGF9,35.3
Q5RJF7,Q5RJF7,125.9
Q14BB9,Q14BB9,20.4
G3X9C2,G3X9C2,30.4
Q3UV70,Q3UV70,61.1
Q99LJ6,Q99LJ6,21
Q8R5J9,Q8R5J9,21.5
P0DOV1,P0DOV1,46.9
Q3UHE1,Q3UHE1,106.4
B1AXP6,B1AXP6,6
Q8BFT9,Q8BFT9,60.7
A2BDX3,A2BDX3,49.3
Q9CWX9,Q9CWX9,50.6
Q91VN1,Q91VN1,41.9
Q9DAM7,Q9DAM7,11.5
P62855,P62855,13
Q7TME0,Q7TME0,83.2
Q91XC8,Q91XC8,11.1
F8VPQ2,F8VPQ2,142
P55284,P55284,87.8
Q8VE96,Q8VE96,41
Q61624,Q61624,88.7
Q9Z2E1,Q9Z2E1,43.5
Q91YD9,Q91YD9,54.2
Q99L90,Q99L90,51.7
Q9D7N3,Q9D7N3,44.9
O88520,O88520,64.9
Q99P30,Q99P30,26.8
Q3V009,Q3V009,25.2
A2AJL3,A2AJL3,60.3
Q8R1R3,Q8R1R3,43.1
Q8CGF6,Q8CGF6,102.2
Q91ZR2,Q91ZR2,67.9
Q69ZF3,Q69ZF3,103.2
P97792,P97792,39.9
Q9D1P0,Q9D1P0,20.7
P70402,P70402,52.6
Q9WVM3,Q9WVM3,63
Q8VCL2,Q8VCL2,28.9
Q9WU00,Q9WU00,53.5
Q9JJX6,Q9JJX6,43.4
Q9QZC2,Q9QZC2,176.4
Q99LH2,Q99LH2,55.6
E9PZM4,E9PZM4,210.7
Q04207,Q04207,60.2
Q3U487,Q3U487,97.3
O88796,O88796,29.5
Q62191,Q62191,54.1
Q8BJF9,Q8BJF9,23.9
Q8BZX4,Q8BZX4,56.7
Q9CQ10,Q9CQ10,25.2
Q9JHU9,Q9JHU9,60.9
Q8VEB4,Q8VEB4,47.3
Q61730,Q61730,65.7
P55097,P55097,36.9
Q6PD28,Q6PD28,57.3
Q8VDU0,Q8VDU0,75.5
Q8K007,Q8K007,100.9
Q62441,Q62441,83.7
Q80TE4,Q80TE4,189.3
Q9CRT8,Q9CRT8,109.7
P49138,P49138,44
Q91V36,Q91V36,57.3
Q80TM9,Q80TM9,174.9
P60755,P60755,106.6
Q64261,Q64261,37
Q9DBH0,Q9DBH0,98.7
Q9D720,Q9D720,30.7
O70200,O70200,16.9
Q8CIP4,Q8CIP4,82.6
Q8R1F0,Q8R1F0,10.2
Q91W98,Q91W98,62.2
Q8BJH1,Q8BJH1,35.1
Q8BPM6,Q8BPM6,40.3
Q05860,Q05860,163.5
Q5SSH7,Q5SSH7,328.1
Q99M85,Q99M85,35.9
Q9D289,Q9D289,17.9
Q3TRR0,Q3TRR0,73.5
Q8R1T4,Q8R1T4,36
Q99MS7,Q99MS7,184.7
Q8CI95,Q8CI95,83.6
Q61090,Q61090,63.7
Q8CDM8,Q8CDM8,86
Q7TSQ8,Q7TSQ8,99.2
Q9EQ28,Q9EQ28,50.8
O88413,O88413,51.2
Q91WI7,Q91WI7,48.9
Q8JZS6,Q8JZS6,66.2
Q9ERE7,Q9ERE7,25.2
Q7TSY6,Q7TSY6,51.9
Q61183,Q61183,82.3
Q9CXA2,Q9CXA2,37.8
Q8BNY6,Q8BNY6,21.9
Q9QZ28,Q9QZ28,27.7
Q8VCG4,Q8VCG4,22.5
Q63961,Q63961,70
Q9D1H6,Q9D1H6,20.1
Q80XK6,Q80XK6,231.3
Q8VE73,Q8VE73,192.2
Q9DCS2,Q9DCS2,22.7
Q80U38,Q80U38,74.5
Q9DB25,Q9DB25,36.8
Q9DB98,Q9DB98,30.5
Q3UPF5,Q3UPF5,106.6
Q8BVU5,Q8BVU5,38.6
Q9D920,Q9D920,22.1
A2CG63,A2CG63,147.6
Q8BKI2,Q8BKI2,191.8
Q99J95,Q99J95,42.7
Q5NCC3,Q5NCC3,71.8
O88587,O88587,29.5
Q9R1P1,Q9R1P1,22.9
A2ALW5,A2ALW5,41.9
Q9Z2H1,Q9Z2H1,51
Q8CC27,Q8CC27,73.1
Q3UNA4,Q3UNA4,16.2
Q62186,Q62186,18.9
P48302,P48302,49.5
Q6ZPR5,Q6ZPR5,93.2
Q8VBX0,Q8VBX0,29.9
P54103,P54103,71.7
Q6P7W0,Q6P7W0,126.9
Q8R422,Q8R422,161.6
P19137,P19137,337.9
Q61176,Q61176,34.8
Q0GA42,Q0GA42,103.9
Q62028,Q62028,170.4
E9Q5F9,E9Q5F9,285.5
Q8K0V4,Q8K0V4,81.9
Q3TYQ9,Q3TYQ9,148.2
Q8K0E1,Q8K0E1,31.9
Q8K382,Q8K382,111.5
Q91YE6,Q91YE6,116
Q7TPM6,Q7TPM6,55.5
Q3TIR1,Q3TIR1,46.4
Q8R2H9,Q8R2H9,29.9
Q5U5M8,Q5U5M8,20.4
O89020,O89020,69.3
P23249,P23249,113.5
Q9CWU9,Q9CWU9,36.7
O35126,O35126,123.6
Q91W59,Q91W59,44
Q9DCK4,Q9DCK4,32
Q8CHI8,Q8CHI8,337
Q8R2Z3,Q8R2Z3,71.8
Q9D8S4,Q9D8S4,26.7
Q91ZW2,Q91ZW2,44.7
Q8VI75,Q8VI75,119.2
P39039,P39039,25.4
Q8VE09,Q8VE09,65.4
Q61818,Q61818,201.4
Q9D2V8,Q9D2V8,49.3
Q3UDR8,Q3UDR8,38
Q923B0,Q923B0,17.1
Q3TYX3,Q3TYX3,47.1
Q9CQV7,Q9CQV7,12.4
Q99J83,Q99J83,32.4
Q8CI70,Q8CI70,20.8
Q80TL1,Q80TL1,123.2
Q8VDQ1,Q8VDQ1,38
Q3U0V2,Q3U0V2,34.6
Q7TN33,Q7TN33,48.2
Q8K0S5,Q8K0S5,49.8
Q6X893,Q6X893,73
Q5SUE8,Q5SUE8,40.5
Q80VJ2,Q80VJ2,25.5
Q6NWV3,Q6NWV3,134.7
Q921U8,Q921U8,100.2
Q8C7D2,Q8C7D2,50.8
Q3TKY6,Q3TKY6,53.5
P17439,P17439,57.6
Q62178,Q62178,83.4
Q9D6K8,Q9D6K8,16.6
Q9JJA2,Q9JJA2,71.6
Q99LB2,Q99LB2,29.9
Q9CY21,Q9CY21,31.6
Q80Y98,Q80Y98,79.5
O08648,O08648,179.7
Q0KL02,Q0KL02,347.6
Q8BUL6,Q8BUL6,43.3
Q61885,Q61885,28.3
E9PVB5,E9PVB5,135.4
P70444,P70444,21.9
O70230,O70230,69
P23780,P23780,73.1
P47880,P47880,25.3
P70313,P70313,132.8
Q8BWS5,Q8BWS5,80.4
Q9CQV1,Q9CQV1,13.8
Q6PIX5,Q6PIX5,97.2
Q8BH60,Q8BH60,50.6
Q8BGU5,Q8BGU5,39.4
Q80U19,Q80U19,128.3
P50427,P50427,66.5
Q3V1D3,Q3V1D3,86.1
Q6TXD4,Q6TXD4,177.2
Q9JK83,Q9JK83,41
Q91WG8,Q91WG8,79.1
Q62469,Q62469,128.9
P46737,P46737,33.3
Q02956,Q02956,67.6
P61211,P61211,20.4
P07091,P07091,11.7
P50171,P50171,26.6
Q9D6H2,Q9D6H2,16.3
Q9DBG9,Q9DBG9,13.7
Q99K46,Q99K46,105.3
Q9R257,Q9R257,21.1
Q9QX66,Q9QX66,44.2
Q8C8T8,Q8C8T8,20.9
Q9QY36,Q9QY36,26.5
Q8R092,Q8R092,28.7
Q8BTE0,Q8BTE0,11.9
P97346,P97346,48.3
Q8K0C4,Q8K0C4,56.7
Q8BXC6,Q8BXC6,22.8
P0DJE0,P0DJE0,9.4
Q8CI11,Q8CI11,60.7
Q9CR41,Q9CR41,14.7
Q8BLH7,Q8BLH7,65.2
Q9Z2A0,Q9Z2A0,63.7
Q8R332,Q8R332,59.4
Q64705,Q64705,36.9
Q7TSY8,Q7TSY8,130.2
P50136,P50136,50.3
Q9D8M4,Q9D8M4,28.5
O35680,O35680,15.4
Q8BR76,Q8BR76,111.7
Q9EP82,Q9EP82,45.7
Q8C015,Q8C015,80.9
Q9CPW7,Q9CPW7,23.6
Q8CGC4,Q8CGC4,42.3
P03975,P03975,62.7
Q8BT14,Q8BT14,63.4
Q3UCV8,Q3UCV8,40.3
O35409,O35409,84.5
Q8C3J5,Q8C3J5,211.6
Q9D7S7,Q9D7S7,14.5
Q7TPM1,Q7TPM1,160.8
Q80U30,Q80U30,116.2
A6X919,A6X919,84.1
P14106,P14106,26.7
Q02526,Q02526,22.7
Q8K2Q5,Q8K2Q5,10.1
O88665,O88665,74
Q91XA2,Q91XA2,44.3
Q8CIF4,Q8CIF4,58.1
Q9JJ00,Q9JJ00,35.9
P63030,P63030,12.4
P31809,P31809,57
Q6RI63,Q6RI63,89.3
Q8C0E3,Q8C0E3,69.9
Q8K2Q0,Q8K2Q0,21.8
P70274,P70274,42.7
Q8R2G4,Q8R2G4,42
Q8CF89,Q8CF89,54.6
Q80TQ2,Q80TQ2,106.5
Q9D8C3,Q9D8C3,128.6
Q9D258,Q9D258,10
O08912,O08912,64.2
Q8BK35,Q8BK35,55.8
Q8BHS6,Q8BHS6,42.6
Q9Z1X2,Q9Z1X2,55
Q3U7U3,Q3U7U3,57.6
Q9CQF0,Q9CQF0,20.7
Q7TSH3,Q7TSH3,124.7
Q9D6W8,Q9D6W8,38
P46656,P46656,20.1
Q9CQ26,Q9CQ26,48.5
Q8BXQ2,Q8BXQ2,65.7
O55186,O55186,13.6
Q3V1V3,Q3V1V3,98
Q8K3W3,Q8K3W3,75.7
P70365,P70365,156.9
Q8CBY3,Q8CBY3,86.7
Q8R151,Q8R151,218.7
Q8C3W1,Q8C3W1,35.3
Q9R0X0,Q9R0X0,23.2
Q8BGH4,Q8BGH4,22.3
Q99MR3,Q99MR3,96.3
Q9JHS9,Q9JHS9,26.6
O88998,O88998,55.4
P58064,P58064,14.3
O35495,O35495,53
Q8BYB9,Q8BYB9,46.4
Q9DAA6,Q9DAA6,21.4
Q9D2P4,Q9D2P4,11.3
P14847,P14847,25.3
Q3UQU0,Q3UQU0,66.8
Q9CWR0,Q9CWR0,68.2
A6H5Z3,A6H5Z3,94.1
Q9CQ71,Q9CQ71,13.6
Q9CYL5,Q9CYL5,17.1
P62911,P62911,15.9
P62080,P62080,30.3
Q5XKN4,Q5XKN4,21.1
Q9EPK6,Q9EPK6,52.4
Q9JJF3,Q9JJF3,67.5
O88602,O88602,35.9
Q921E6,Q921E6,50.2
Q6IR34,Q6IR34,74.3
Q9WV96,Q9WV96,11.3
Q5DTY9,Q5DTY9,48.9
Q8C1E7,Q8C1E7,40.7
Q9D081,Q9D081,24.4
Q62141,Q62141,126.3
O35216,O35216,15.5
Q91XE8,Q91XE8,21.2
Q6PAM0,Q6PAM0,30.2
Q9DBS2,Q9DBS2,29.8
Q9WTP9,Q9WTP9,31.7
Q9R0M6,Q9R0M6,22.9
Q8BVA4,Q8BVA4,66.3
P62340,P62340,20.9
P62311,P62311,11.8
Q9QZA0,Q9QZA0,36.6
A2AAY5,A2AAY5,101.5
Q6SKR2,Q6SKR2,23
Q9CR80,Q9CR80,13.2
Q80VC9,Q80VC9,135.1
O35892,O35892,54.7
Q9CZ28,Q9CZ28,28.9
O08692,O08692,19.3
Q3TXU5,Q3TXU5,40.6
Q61805,Q61805,53
Q80WC7,Q80WC7,48.9
Q8CES0,Q8CES0,39.4
Q9Z0V1,Q9Z0V1,73.4
Q9Z0G0,Q9Z0G0,36.1
Q3UUI3,Q3UUI3,26
Q9D882,Q9D882,13.1
Q8BM39,Q8BM39,39.9
Q9R0E2,Q9R0E2,83.5
Q6Y7W8,Q6Y7W8,149.1
O70279,O70279,52.6
Q8CI08,Q8CI08,62.3
Q91W96,Q91W96,91.6
Q9CXW2,Q9CXW2,41.2
Q9ES52,Q9ES52,133.5
Q3U0B3,Q3U0B3,28.3
O55100,O55100,25.6
Q9DAI2,Q9DAI2,20.8
P18526,P18526,12.9
Q3V3R4,Q3V3R4,130.7
Q9ERR1,Q9ERR1,38.3
B1AVY7,B1AVY7,150
Q9QZM2,Q9QZM2,51.4
Q8BFP9,Q8BFP9,49
Q5BU09,Q5BU09,32.5
Q99K74,Q99K74,109.9
P55065,P55065,54.4
P27046,P27046,131.5
Q6PIU9,Q6PIU9,37.7
Q8JZU0,Q8JZU0,39.1
Q8BTE5,Q8BTE5,9.3
Q3U1F9,Q3U1F9,46.5
Q99PD7,Q99PD7,71.9
Q923Z3,Q923Z3,74.3
Q62276,Q62276,22.3
Q9D211,Q9D211,13.2
Q8CAK1,Q8CAK1,38.4
Q00780,Q00780,73.6
Q810A3,Q810A3,20
Q923Z0,Q923Z0,45.9
Q00LT2,Q00LT2,5.9
Q5U5Q9,Q5U5Q9,81.4
Q9JK92,Q9JK92,21.5
Q497V5,Q497V5,110.2
Q9D2Q2,Q9D2Q2,79.8
F7BWT7,F7BWT7,33
Q80VI1,Q80VI1,79.5
Q61603,Q61603,52.5
Q8BGQ1,Q8BGQ1,56.6
P56135,P56135,10.3
Q9R0L7,Q9R0L7,71.4
P35969,P35969,149.8
Q61103,Q61103,44.2
Q80ZK9,Q80ZK9,75.7
E9Q394,E9Q394,303.8
Q9CPR8,Q9CPR8,31.4
P14438,P14438,25.1
P70387,P70387,40.5
Q91YN9,Q91YN9,23.5
Q99KD5,Q99KD5,103.4
Q8BMB3,Q8BMB3,28.2
P69566,P69566,71
Q8VE11,Q8VE11,70.9
Q3UGY8,Q3UGY8,239.9
O89023,O89023,61.3
Q9Z1F6,Q9Z1F6,37.2
P70671,P70671,46.8
Q921N6,Q921N6,85.9
Q9DAX2,Q9DAX2,31.2
P06327,P06327,13
Q5XPI3,Q5XPI3,148.6
Q61216,Q61216,80.2
Q69ZZ6,Q69ZZ6,71.6
Q9R1Z7,Q9R1Z7,16.2
Q91VU6,Q91VU6,62
Q9DC37,Q9DC37,51.4
Q6P9J5,Q6P9J5,110.3
Q64462,Q64462,58.9
Q9JMG3,Q9JMG3,26.3
P52633,P52633,93.4
P50462,P50462,20.9
Q9Z2E2,Q9Z2E2,70
P41588,P41588,49.4
Q6PCN7,Q6PCN7,113.2
O54851,O54851,36.1
Q61160,Q61160,22.9
Q99LN9,Q99LN9,32.9
Q91VE6,Q91VE6,36.2
Q9CQW0,Q9CQW0,12
Q6P9S7,Q6P9S7,69.1
Q9EPT5,Q9EPT5,70.1
Q91Z49,Q91Z49,35.9
Q9D3B1,Q9D3B1,28.4
Q9DCV4,Q9DCV4,35
Q9CR70,Q9CR70,15.8
Q9CY16,Q9CY16,20.5
E9PY46,E9PY46,165.8
Q9QXM0,Q9QXM0,48.3
Q6ZWZ2,Q6ZWZ2,27.1
Q9DBW3,Q9DBW3,12.7
Q07417,Q07417,44.9
P35822,P35822,164.1
Q3TYD6,Q3TYD6,160.4
Q6A058,Q6A058,81
Q9CQV4,Q9CQV4,51.6
P36536,P36536,22.4
P57680,P57680,112.9
Q7TQE6,Q7TQE6,76
Q9DB43,Q9DB43,34.1
Q8BXA5,Q8BXA5,62.1
Q8K4Q7,Q8K4Q7,59.8
Q8BGZ2,Q8BGZ2,26.2
Q80T74,Q80T74,94.3
O88824,O88824,16.3
Q9CRC6,Q9CRC6,11.5
Q7TN73,Q7TN73,91.5
Q99JP0,Q99JP0,101.1
O09012,O09012,70.7
Q8VCI0,Q8VCI0,63
P01674,P01674,11.7
Q8CG46,Q8CG46,128.7
Q9Z266,Q9Z266,14.9
Q8C460,Q8C460,37.2
Q5HZI9,Q5HZI9,33.7
Q9JI10,Q9JI10,56.8
Q7TSK3,Q7TSK3,113.2
Q99JX4,Q99JX4,42.5
Q3U1T3,Q3U1T3,37.6
Q8R1K4,Q8R1K4,51.9
Q9EQQ2,Q9EQQ2,27.9
P01630,P01630,12.5
Q69Z26,Q69Z26,113.4
P12804,P12804,48.9
Q80YR4,Q80YR4,99.1
Q8BXT1,Q8BXT1,21
Q4VC33,Q4VC33,45.3
Q8BP00,Q8BP00,68.7
Q6P5F7,Q6P5F7,57.7
Q8BG79,Q8BG79,103.1
Q9WTR1,Q9WTR1,85.9
Q9DB30,Q9DB30,46.5
P50429,P50429,59.6
Q3UTD9,Q3UTD9,8.6
Q4VBD2,Q4VBD2,63.9
Q8CFA2,Q8CFA2,44
Q501J2,Q501J2,24.7
Q9CQ00,Q9CQ00,11.3
Q923X4,Q923X4,17.3
A2A8U2,A2A8U2,72.5
Q8CC35,Q8CC35,99.5
P18524,P18524,12.9
Q3UMY5,Q3UMY5,110
Q8BTJ4,Q8BTJ4,51.6
Q4FK66,Q4FK66,37.4
Q9EPR4,Q9EPR4,70
Q6VGS5,Q6VGS5,226.4
P97760,P97760,31.4
P41731,P41731,25.7
Q8K012,Q8K012,69.8
Q80TR1,Q80TR1,161.6
Q8R3C6,Q8R3C6,106
P63046,P63046,33
P58022,P58022,86.9
Q91WZ8,Q91WZ8,39.6
Q8BLI0,Q8BLI0,191.9
Q99NF3,Q99NF3,41.4
Q8BIH0,Q8BIH0,111.2
Q8BHJ9,Q8BHJ9,68
Q3UMF0,Q3UMF0,137.3
O08573,O08573,40
Q9CQE5,Q9CQE5,21.1
Q8CC36,Q8CC36,21
Q8BG15,Q8BG15,52.8
Q9JL60,Q9JL60,61
Q9DBU6,Q9DBU6,38.6
Q8K1E6,Q8K1E6,33
Q8BWF2,Q8BWF2,34.6
Q8BHT6,Q8BHT6,55.3
Q8C170,Q8C170,291.9
Q8BIE6,Q8BIE6,113.8
Q62280,Q62280,45.8
B2RR83,B2RR83,161
Q05928,Q05928,19.7
Q8BV57,Q8BV57,144.5
Q8VHS2,Q8VHS2,153.2
O54940,O54940,37.7
Q8R310,Q8R310,53.7
Q80SU7,Q80SU7,280.6
P0C7L0,P0C7L0,49.4
Q9CYX7,Q9CYX7,31
Q9JJ80,Q9JJ80,35.3
Q61070,Q61070,38.9
